Population: blue, Agent: agent_0, Location: [1 3], Alive: True
Population: blue, Agent: agent_1, Location: [2 0], Alive: True
Population: blue, Agent: agent_2, Location: [2 1], Alive: True
Population: blue, Agent: agent_3, Location: [2 3], Alive: True
Population: blue, Agent: agent_4, Location: [2 1], Alive: True
Population: blue, Agent: agent_5, Location: [1 3], Alive: True
Population: blue, Agent: agent_6, Location: [1 3], Alive: True
Population: blue, Agent: agent_7, Location: [2 3], Alive: True
Population: blue, Agent: agent_8, Location: [2 2], Alive: True
Population: blue, Agent: agent_9, Location: [2 0], Alive: True
Population: blue, Agent: agent_10, Location: [1 3], Alive: True
Population: blue, Agent: agent_11, Location: [1 3], Alive: True
Population: blue, Agent: agent_12, Location: [2 0], Alive: True
Population: blue, Agent: agent_13, Location: [2 1], Alive: True
Population: blue, Agent: agent_14, Location: [2 0], Alive: True
Population: blue, Agent: agent_15, Location: [1 3], Alive: True
Population: blue, Agent: agent_16, Location: [2 0], Alive: True
Population: blue, Agent: agent_17, Location: [2 0], Alive: True
Population: blue, Agent: agent_18, Location: [2 2], Alive: True
Population: blue, Agent: agent_19, Location: [1 3], Alive: False
Population: blue, Agent: agent_20, Location: [2 1], Alive: True
Population: blue, Agent: agent_21, Location: [1 3], Alive: True
Population: blue, Agent: agent_22, Location: [1 3], Alive: True
Population: blue, Agent: agent_23, Location: [2 1], Alive: True
Population: blue, Agent: agent_24, Location: [2 3], Alive: True
Population: blue, Agent: agent_25, Location: [2 0], Alive: True
Population: blue, Agent: agent_26, Location: [2 0], Alive: True
Population: blue, Agent: agent_27, Location: [2 0], Alive: True
Population: blue, Agent: agent_28, Location: [2 1], Alive: True
Population: blue, Agent: agent_29, Location: [2 0], Alive: True
Population: blue, Agent: agent_30, Location: [1 3], Alive: True
Population: blue, Agent: agent_31, Location: [1 3], Alive: True
Population: blue, Agent: agent_32, Location: [2 3], Alive: True
Population: blue, Agent: agent_33, Location: [2 0], Alive: True
Population: blue, Agent: agent_34, Location: [1 3], Alive: True
Population: blue, Agent: agent_35, Location: [1 3], Alive: True
Population: blue, Agent: agent_36, Location: [2 2], Alive: True
Population: blue, Agent: agent_37, Location: [2 1], Alive: True
Population: blue, Agent: agent_38, Location: [2 2], Alive: True
Population: blue, Agent: agent_39, Location: [2 3], Alive: True
Population: blue, Agent: agent_40, Location: [2 3], Alive: True
Population: blue, Agent: agent_41, Location: [1 3], Alive: True
Population: blue, Agent: agent_42, Location: [2 2], Alive: True
Population: blue, Agent: agent_43, Location: [2 0], Alive: True
Population: blue, Agent: agent_44, Location: [2 1], Alive: True
Population: blue, Agent: agent_45, Location: [1 3], Alive: True
Population: blue, Agent: agent_46, Location: [2 2], Alive: True
Population: blue, Agent: agent_47, Location: [2 2], Alive: True
Population: blue, Agent: agent_48, Location: [2 2], Alive: True
Population: blue, Agent: agent_49, Location: [2 3], Alive: True
Population: blue, Agent: agent_50, Location: [2 3], Alive: True
Population: blue, Agent: agent_51, Location: [1 3], Alive: True
Population: blue, Agent: agent_52, Location: [1 3], Alive: True
Population: blue, Agent: agent_53, Location: [1 3], Alive: True
Population: blue, Agent: agent_54, Location: [2 3], Alive: True
Population: blue, Agent: agent_55, Location: [2 3], Alive: True
Population: blue, Agent: agent_56, Location: [2 1], Alive: True
Population: blue, Agent: agent_57, Location: [2 2], Alive: True
