Population: blue, Agent: agent_0, Location: [2 1], Alive: True
Population: blue, Agent: agent_1, Location: [2 0], Alive: True
Population: blue, Agent: agent_2, Location: [3 0], Alive: True
Population: blue, Agent: agent_3, Location: [3 2], Alive: True
Population: blue, Agent: agent_4, Location: [2 0], Alive: True
Population: blue, Agent: agent_5, Location: [3 2], Alive: True
Population: blue, Agent: agent_6, Location: [3 3], Alive: True
Population: blue, Agent: agent_7, Location: [2 3], Alive: True
Population: blue, Agent: agent_8, Location: [0 3], Alive: True
Population: blue, Agent: agent_9, Location: [2 3], Alive: True
Population: blue, Agent: agent_10, Location: [3 0], Alive: True
Population: blue, Agent: agent_11, Location: [3 0], Alive: True
Population: blue, Agent: agent_12, Location: [2 2], Alive: True
Population: blue, Agent: agent_13, Location: [2 2], Alive: True
Population: blue, Agent: agent_14, Location: [2 2], Alive: True
Population: blue, Agent: agent_15, Location: [3 2], Alive: False
Population: blue, Agent: agent_16, Location: [2 2], Alive: True
Population: blue, Agent: agent_17, Location: [3 2], Alive: True
Population: blue, Agent: agent_18, Location: [2 0], Alive: True
Population: blue, Agent: agent_19, Location: [0 3], Alive: True
Population: blue, Agent: agent_20, Location: [2 0], Alive: True
Population: blue, Agent: agent_21, Location: [3 2], Alive: True
Population: blue, Agent: agent_22, Location: [2 3], Alive: True
Population: blue, Agent: agent_23, Location: [2 2], Alive: True
Population: blue, Agent: agent_24, Location: [2 2], Alive: True
Population: blue, Agent: agent_25, Location: [3 0], Alive: True
Population: blue, Agent: agent_26, Location: [2 3], Alive: True
Population: blue, Agent: agent_27, Location: [3 2], Alive: True
Population: blue, Agent: agent_28, Location: [3 2], Alive: True
Population: blue, Agent: agent_29, Location: [3 3], Alive: True
Population: blue, Agent: agent_30, Location: [3 3], Alive: True
Population: blue, Agent: agent_31, Location: [2 1], Alive: True
Population: blue, Agent: agent_32, Location: [2 0], Alive: True
Population: blue, Agent: agent_33, Location: [3 3], Alive: True
Population: blue, Agent: agent_34, Location: [3 0], Alive: True
Population: blue, Agent: agent_35, Location: [2 0], Alive: True
Population: blue, Agent: agent_36, Location: [2 1], Alive: True
Population: blue, Agent: agent_37, Location: [2 1], Alive: True
Population: blue, Agent: agent_38, Location: [2 1], Alive: True
Population: blue, Agent: agent_39, Location: [2 0], Alive: True
Population: blue, Agent: agent_40, Location: [0 3], Alive: True
Population: blue, Agent: agent_41, Location: [3 2], Alive: True
Population: blue, Agent: agent_42, Location: [3 2], Alive: True
Population: blue, Agent: agent_43, Location: [2 0], Alive: True
Population: blue, Agent: agent_44, Location: [2 2], Alive: True
Population: blue, Agent: agent_45, Location: [0 3], Alive: True
Population: blue, Agent: agent_46, Location: [2 0], Alive: True
Population: blue, Agent: agent_47, Location: [2 0], Alive: True
Population: blue, Agent: agent_48, Location: [2 0], Alive: True
Population: blue, Agent: agent_49, Location: [3 2], Alive: True
Population: blue, Agent: agent_50, Location: [3 3], Alive: True
Population: blue, Agent: agent_51, Location: [2 2], Alive: True
Population: blue, Agent: agent_52, Location: [2 3], Alive: True
Population: blue, Agent: agent_53, Location: [3 2], Alive: True
Population: blue, Agent: agent_54, Location: [3 3], Alive: True
Population: blue, Agent: agent_55, Location: [3 3], Alive: True
Population: blue, Agent: agent_56, Location: [3 2], Alive: True
Population: blue, Agent: agent_57, Location: [3 0], Alive: True
Population: blue, Agent: agent_58, Location: [2 2], Alive: True
Population: blue, Agent: agent_59, Location: [0 3], Alive: True
Population: blue, Agent: agent_60, Location: [3 0], Alive: True
Population: blue, Agent: agent_61, Location: [2 3], Alive: True
Population: blue, Agent: agent_62, Location: [3 0], Alive: True
Population: blue, Agent: agent_63, Location: [3 3], Alive: True
Population: blue, Agent: agent_64, Location: [3 2], Alive: True
Population: blue, Agent: agent_65, Location: [2 3], Alive: True
Population: blue, Agent: agent_66, Location: [3 0], Alive: True
Population: blue, Agent: agent_67, Location: [3 0], Alive: True
Population: blue, Agent: agent_68, Location: [0 3], Alive: True
Population: blue, Agent: agent_69, Location: [0 3], Alive: True
Population: blue, Agent: agent_70, Location: [0 3], Alive: True
Population: blue, Agent: agent_71, Location: [2 3], Alive: True
Population: blue, Agent: agent_72, Location: [2 2], Alive: True
Population: blue, Agent: agent_73, Location: [3 2], Alive: True
Population: blue, Agent: agent_74, Location: [2 2], Alive: True
Population: blue, Agent: agent_75, Location: [2 3], Alive: True
Population: blue, Agent: agent_76, Location: [3 0], Alive: True
Population: blue, Agent: agent_77, Location: [2 2], Alive: True
Population: blue, Agent: agent_78, Location: [0 3], Alive: True
Population: blue, Agent: agent_79, Location: [2 0], Alive: True
Population: blue, Agent: agent_80, Location: [2 3], Alive: True
Population: blue, Agent: agent_81, Location: [0 3], Alive: True
Population: blue, Agent: agent_82, Location: [2 2], Alive: True
Population: blue, Agent: agent_83, Location: [2 0], Alive: True
Population: blue, Agent: agent_84, Location: [2 3], Alive: True
Population: blue, Agent: agent_85, Location: [2 2], Alive: True
Population: blue, Agent: agent_86, Location: [2 1], Alive: True
Population: blue, Agent: agent_87, Location: [2 0], Alive: True
Population: blue, Agent: agent_88, Location: [0 3], Alive: True
Population: blue, Agent: agent_89, Location: [0 3], Alive: True
Population: blue, Agent: agent_90, Location: [2 3], Alive: True
Population: blue, Agent: agent_91, Location: [3 0], Alive: True
Population: blue, Agent: agent_92, Location: [3 2], Alive: True
Population: blue, Agent: agent_93, Location: [2 1], Alive: True
Population: blue, Agent: agent_94, Location: [2 2], Alive: True
Population: blue, Agent: agent_95, Location: [2 0], Alive: True
Population: blue, Agent: agent_96, Location: [2 1], Alive: True
Population: blue, Agent: agent_97, Location: [3 3], Alive: True
Population: blue, Agent: agent_98, Location: [3 0], Alive: True
Population: blue, Agent: agent_99, Location: [3 0], Alive: True
Population: red, Agent: agent_0, Location: [0 1], Alive: True
Population: red, Agent: agent_1, Location: [0 2], Alive: True
Population: red, Agent: agent_2, Location: [3 1], Alive: True
Population: red, Agent: agent_3, Location: [0 1], Alive: True
Population: red, Agent: agent_4, Location: [0 2], Alive: True
Population: red, Agent: agent_5, Location: [1 0], Alive: True
Population: red, Agent: agent_6, Location: [3 1], Alive: True
Population: red, Agent: agent_7, Location: [0 2], Alive: True
Population: red, Agent: agent_8, Location: [2 2], Alive: True
Population: red, Agent: agent_9, Location: [1 0], Alive: True
Population: red, Agent: agent_10, Location: [1 0], Alive: False
Population: red, Agent: agent_11, Location: [1 0], Alive: True
Population: red, Agent: agent_12, Location: [3 2], Alive: True
Population: red, Agent: agent_13, Location: [3 1], Alive: True
Population: red, Agent: agent_14, Location: [1 0], Alive: True
Population: red, Agent: agent_15, Location: [2 2], Alive: True
Population: red, Agent: agent_16, Location: [3 1], Alive: True
Population: red, Agent: agent_17, Location: [0 1], Alive: True
Population: red, Agent: agent_18, Location: [0 1], Alive: True
Population: red, Agent: agent_19, Location: [2 2], Alive: True
Population: red, Agent: agent_20, Location: [1 0], Alive: True
Population: red, Agent: agent_21, Location: [1 0], Alive: True
Population: red, Agent: agent_22, Location: [3 1], Alive: True
Population: red, Agent: agent_23, Location: [0 2], Alive: True
Population: red, Agent: agent_24, Location: [3 2], Alive: True
Population: red, Agent: agent_25, Location: [0 1], Alive: True
Population: red, Agent: agent_26, Location: [2 2], Alive: True
Population: red, Agent: agent_27, Location: [3 2], Alive: True
Population: red, Agent: agent_28, Location: [0 2], Alive: True
Population: red, Agent: agent_29, Location: [3 1], Alive: True
Population: red, Agent: agent_30, Location: [3 2], Alive: True
Population: red, Agent: agent_31, Location: [3 1], Alive: True
Population: red, Agent: agent_32, Location: [0 2], Alive: True
Population: red, Agent: agent_33, Location: [3 2], Alive: True
Population: red, Agent: agent_34, Location: [0 1], Alive: True
Population: red, Agent: agent_35, Location: [3 2], Alive: True
Population: red, Agent: agent_36, Location: [3 1], Alive: False
Population: red, Agent: agent_37, Location: [1 0], Alive: True
Population: red, Agent: agent_38, Location: [0 2], Alive: True
Population: red, Agent: agent_39, Location: [0 1], Alive: True
Population: red, Agent: agent_40, Location: [0 2], Alive: True
Population: red, Agent: agent_41, Location: [3 2], Alive: True
Population: red, Agent: agent_42, Location: [0 1], Alive: True
Population: red, Agent: agent_43, Location: [3 1], Alive: True
Population: red, Agent: agent_44, Location: [2 2], Alive: True
Population: red, Agent: agent_45, Location: [3 2], Alive: True
Population: red, Agent: agent_46, Location: [0 2], Alive: True
Population: red, Agent: agent_47, Location: [3 1], Alive: True
Population: red, Agent: agent_48, Location: [0 2], Alive: True
Population: red, Agent: agent_49, Location: [2 2], Alive: True
Population: red, Agent: agent_50, Location: [1 0], Alive: True
Population: red, Agent: agent_51, Location: [1 0], Alive: True
Population: red, Agent: agent_52, Location: [3 1], Alive: True
Population: red, Agent: agent_53, Location: [2 2], Alive: True
Population: red, Agent: agent_54, Location: [0 2], Alive: True
Population: red, Agent: agent_55, Location: [0 1], Alive: True
Population: red, Agent: agent_56, Location: [3 1], Alive: False
Population: red, Agent: agent_57, Location: [0 1], Alive: True
Population: red, Agent: agent_58, Location: [0 2], Alive: True
Population: red, Agent: agent_59, Location: [3 1], Alive: True
Population: red, Agent: agent_60, Location: [2 2], Alive: True
Population: red, Agent: agent_61, Location: [3 2], Alive: True
Population: red, Agent: agent_62, Location: [0 2], Alive: True
Population: red, Agent: agent_63, Location: [1 0], Alive: True
Population: red, Agent: agent_64, Location: [0 1], Alive: True
Population: red, Agent: agent_65, Location: [3 1], Alive: True
Population: red, Agent: agent_66, Location: [1 0], Alive: True
Population: red, Agent: agent_67, Location: [1 0], Alive: False
Population: red, Agent: agent_68, Location: [3 1], Alive: True
Population: red, Agent: agent_69, Location: [2 2], Alive: True
Population: red, Agent: agent_70, Location: [2 2], Alive: True
Population: red, Agent: agent_71, Location: [3 2], Alive: True
Population: red, Agent: agent_72, Location: [2 2], Alive: False
Population: red, Agent: agent_73, Location: [0 1], Alive: True
Population: red, Agent: agent_74, Location: [3 1], Alive: True
Population: red, Agent: agent_75, Location: [0 1], Alive: True
Population: red, Agent: agent_76, Location: [0 1], Alive: True
Population: red, Agent: agent_77, Location: [3 2], Alive: True
Population: red, Agent: agent_78, Location: [0 2], Alive: False
Population: red, Agent: agent_79, Location: [0 2], Alive: True
Population: red, Agent: agent_80, Location: [2 2], Alive: True
Population: red, Agent: agent_81, Location: [2 2], Alive: True
Population: red, Agent: agent_82, Location: [1 0], Alive: True
Population: red, Agent: agent_83, Location: [2 2], Alive: True
Population: red, Agent: agent_84, Location: [3 1], Alive: False
Population: red, Agent: agent_85, Location: [3 2], Alive: True
Population: red, Agent: agent_86, Location: [2 2], Alive: True
Population: red, Agent: agent_87, Location: [3 2], Alive: True
Population: red, Agent: agent_88, Location: [1 0], Alive: True
Population: red, Agent: agent_89, Location: [3 1], Alive: False
Population: red, Agent: agent_90, Location: [1 0], Alive: True
Population: red, Agent: agent_91, Location: [1 0], Alive: True
Population: red, Agent: agent_92, Location: [3 1], Alive: True
Population: red, Agent: agent_93, Location: [3 2], Alive: True
Population: red, Agent: agent_94, Location: [2 2], Alive: False
Population: red, Agent: agent_95, Location: [2 2], Alive: True
Population: red, Agent: agent_96, Location: [1 0], Alive: True
Population: red, Agent: agent_97, Location: [2 2], Alive: True
Population: red, Agent: agent_98, Location: [0 1], Alive: True
Population: red, Agent: agent_99, Location: [3 1], Alive: True
