Population: blue, Agent: agent_0, Location: [6 0], Alive: True
Population: blue, Agent: agent_1, Location: [1 6], Alive: True
Population: blue, Agent: agent_2, Location: [1 6], Alive: True
Population: blue, Agent: agent_3, Location: [4 6], Alive: True
Population: blue, Agent: agent_4, Location: [1 5], Alive: True
Population: blue, Agent: agent_5, Location: [3 7], Alive: True
Population: blue, Agent: agent_6, Location: [3 7], Alive: True
Population: blue, Agent: agent_7, Location: [3 7], Alive: True
Population: blue, Agent: agent_8, Location: [4 7], Alive: True
Population: blue, Agent: agent_9, Location: [4 1], Alive: True
Population: blue, Agent: agent_10, Location: [3 7], Alive: True
Population: blue, Agent: agent_11, Location: [2 2], Alive: True
Population: blue, Agent: agent_12, Location: [2 2], Alive: True
Population: blue, Agent: agent_13, Location: [4 4], Alive: True
Population: blue, Agent: agent_14, Location: [1 5], Alive: True
Population: blue, Agent: agent_15, Location: [3 3], Alive: True
Population: blue, Agent: agent_16, Location: [3 0], Alive: True
Population: blue, Agent: agent_17, Location: [7 6], Alive: True
Population: blue, Agent: agent_18, Location: [4 2], Alive: True
Population: blue, Agent: agent_19, Location: [1 0], Alive: True
Population: blue, Agent: agent_20, Location: [5 3], Alive: True
Population: blue, Agent: agent_21, Location: [5 3], Alive: True
Population: blue, Agent: agent_22, Location: [2 7], Alive: True
Population: blue, Agent: agent_23, Location: [7 7], Alive: True
Population: blue, Agent: agent_24, Location: [4 2], Alive: True
Population: blue, Agent: agent_25, Location: [6 0], Alive: True
Population: blue, Agent: agent_26, Location: [1 7], Alive: True
Population: blue, Agent: agent_27, Location: [4 6], Alive: True
Population: blue, Agent: agent_28, Location: [3 3], Alive: True
Population: blue, Agent: agent_29, Location: [7 7], Alive: True
Population: blue, Agent: agent_30, Location: [1 7], Alive: True
Population: blue, Agent: agent_31, Location: [4 1], Alive: True
Population: blue, Agent: agent_32, Location: [3 0], Alive: True
Population: blue, Agent: agent_33, Location: [0 2], Alive: True
Population: blue, Agent: agent_34, Location: [1 7], Alive: True
Population: blue, Agent: agent_35, Location: [4 7], Alive: True
Population: blue, Agent: agent_36, Location: [1 5], Alive: True
Population: blue, Agent: agent_37, Location: [3 3], Alive: True
Population: blue, Agent: agent_38, Location: [3 3], Alive: True
Population: blue, Agent: agent_39, Location: [2 7], Alive: True
Population: blue, Agent: agent_40, Location: [3 0], Alive: True
Population: blue, Agent: agent_41, Location: [1 5], Alive: True
Population: blue, Agent: agent_42, Location: [4 1], Alive: True
Population: blue, Agent: agent_43, Location: [4 7], Alive: True
Population: blue, Agent: agent_44, Location: [7 6], Alive: True
Population: blue, Agent: agent_45, Location: [3 7], Alive: True
Population: blue, Agent: agent_46, Location: [4 4], Alive: True
Population: blue, Agent: agent_47, Location: [3 3], Alive: True
Population: blue, Agent: agent_48, Location: [1 6], Alive: True
Population: blue, Agent: agent_49, Location: [4 4], Alive: True
Population: blue, Agent: agent_50, Location: [3 1], Alive: True
Population: blue, Agent: agent_51, Location: [2 7], Alive: True
Population: blue, Agent: agent_52, Location: [4 4], Alive: True
Population: blue, Agent: agent_53, Location: [7 7], Alive: True
Population: blue, Agent: agent_54, Location: [4 4], Alive: True
Population: blue, Agent: agent_55, Location: [4 7], Alive: True
Population: blue, Agent: agent_56, Location: [4 6], Alive: True
Population: blue, Agent: agent_57, Location: [1 5], Alive: True
Population: blue, Agent: agent_58, Location: [7 7], Alive: True
Population: blue, Agent: agent_59, Location: [1 7], Alive: True
Population: blue, Agent: agent_60, Location: [3 1], Alive: True
Population: blue, Agent: agent_61, Location: [3 1], Alive: True
Population: blue, Agent: agent_62, Location: [4 1], Alive: True
Population: blue, Agent: agent_63, Location: [1 5], Alive: True
Population: blue, Agent: agent_64, Location: [5 3], Alive: True
Population: blue, Agent: agent_65, Location: [3 1], Alive: True
