Population: blue, Agent: agent_0, Location: [4 7], Alive: True
Population: blue, Agent: agent_1, Location: [5 0], Alive: True
Population: blue, Agent: agent_2, Location: [8 3], Alive: True
Population: blue, Agent: agent_3, Location: [1 4], Alive: True
Population: blue, Agent: agent_4, Location: [6 8], Alive: True
Population: blue, Agent: agent_5, Location: [1 4], Alive: True
Population: blue, Agent: agent_6, Location: [0 5], Alive: True
Population: blue, Agent: agent_7, Location: [7 8], Alive: True
Population: blue, Agent: agent_8, Location: [2 8], Alive: True
Population: blue, Agent: agent_9, Location: [8 8], Alive: True
Population: blue, Agent: agent_10, Location: [7 7], Alive: True
Population: blue, Agent: agent_11, Location: [4 1], Alive: True
Population: blue, Agent: agent_12, Location: [1 0], Alive: True
Population: blue, Agent: agent_13, Location: [0 4], Alive: True
Population: blue, Agent: agent_14, Location: [3 0], Alive: True
Population: blue, Agent: agent_15, Location: [1 3], Alive: True
Population: blue, Agent: agent_16, Location: [8 6], Alive: True
Population: blue, Agent: agent_17, Location: [0 3], Alive: True
Population: blue, Agent: agent_18, Location: [1 2], Alive: True
Population: blue, Agent: agent_19, Location: [7 5], Alive: True
Population: blue, Agent: agent_20, Location: [0 2], Alive: True
Population: blue, Agent: agent_21, Location: [1 2], Alive: True
Population: blue, Agent: agent_22, Location: [7 8], Alive: True
Population: blue, Agent: agent_23, Location: [6 1], Alive: True
Population: blue, Agent: agent_24, Location: [6 0], Alive: True
Population: blue, Agent: agent_25, Location: [4 7], Alive: True
Population: blue, Agent: agent_26, Location: [7 4], Alive: True
Population: blue, Agent: agent_27, Location: [0 0], Alive: True
Population: blue, Agent: agent_28, Location: [7 6], Alive: True
Population: blue, Agent: agent_29, Location: [1 6], Alive: True
Population: blue, Agent: agent_30, Location: [4 7], Alive: True
Population: blue, Agent: agent_31, Location: [0 0], Alive: True
Population: blue, Agent: agent_32, Location: [0 2], Alive: True
Population: blue, Agent: agent_33, Location: [0 2], Alive: True
Population: blue, Agent: agent_34, Location: [1 0], Alive: True
Population: blue, Agent: agent_35, Location: [4 7], Alive: True
Population: blue, Agent: agent_36, Location: [4 1], Alive: True
Population: blue, Agent: agent_37, Location: [2 8], Alive: True
Population: blue, Agent: agent_38, Location: [7 0], Alive: True
Population: blue, Agent: agent_39, Location: [7 8], Alive: True
