Population: blue, Agent: agent_0, Location: [5 8], Alive: True
Population: blue, Agent: agent_1, Location: [7 3], Alive: True
Population: blue, Agent: agent_2, Location: [1 2], Alive: True
Population: blue, Agent: agent_3, Location: [7 3], Alive: True
Population: blue, Agent: agent_4, Location: [7 6], Alive: True
Population: blue, Agent: agent_5, Location: [8 8], Alive: True
Population: blue, Agent: agent_6, Location: [5 7], Alive: True
Population: blue, Agent: agent_7, Location: [3 8], Alive: True
Population: blue, Agent: agent_8, Location: [2 1], Alive: True
Population: blue, Agent: agent_9, Location: [0 2], Alive: True
Population: blue, Agent: agent_10, Location: [0 1], Alive: True
Population: blue, Agent: agent_11, Location: [2 1], Alive: True
Population: blue, Agent: agent_12, Location: [2 7], Alive: True
Population: blue, Agent: agent_13, Location: [1 2], Alive: True
Population: blue, Agent: agent_14, Location: [2 0], Alive: True
Population: blue, Agent: agent_15, Location: [8 8], Alive: True
Population: blue, Agent: agent_16, Location: [7 3], Alive: True
Population: blue, Agent: agent_17, Location: [0 0], Alive: True
Population: blue, Agent: agent_18, Location: [2 7], Alive: True
Population: blue, Agent: agent_19, Location: [3 7], Alive: True
Population: blue, Agent: agent_20, Location: [6 2], Alive: True
Population: blue, Agent: agent_21, Location: [6 8], Alive: True
Population: blue, Agent: agent_22, Location: [0 5], Alive: True
Population: blue, Agent: agent_23, Location: [6 2], Alive: True
Population: blue, Agent: agent_24, Location: [7 2], Alive: True
Population: blue, Agent: agent_25, Location: [1 3], Alive: True
Population: blue, Agent: agent_26, Location: [0 1], Alive: True
Population: blue, Agent: agent_27, Location: [1 2], Alive: True
Population: blue, Agent: agent_28, Location: [7 3], Alive: True
Population: blue, Agent: agent_29, Location: [5 0], Alive: True
Population: blue, Agent: agent_30, Location: [0 8], Alive: True
Population: blue, Agent: agent_31, Location: [8 3], Alive: True
Population: blue, Agent: agent_32, Location: [5 7], Alive: True
Population: blue, Agent: agent_33, Location: [8 0], Alive: True
Population: blue, Agent: agent_34, Location: [6 2], Alive: True
Population: blue, Agent: agent_35, Location: [7 0], Alive: True
Population: blue, Agent: agent_36, Location: [0 8], Alive: True
Population: blue, Agent: agent_37, Location: [8 3], Alive: True
Population: blue, Agent: agent_38, Location: [1 2], Alive: True
Population: blue, Agent: agent_39, Location: [7 8], Alive: True
Population: blue, Agent: agent_40, Location: [0 4], Alive: True
Population: blue, Agent: agent_41, Location: [4 8], Alive: True
Population: blue, Agent: agent_42, Location: [6 8], Alive: True
Population: blue, Agent: agent_43, Location: [0 5], Alive: True
Population: blue, Agent: agent_44, Location: [7 2], Alive: True
Population: blue, Agent: agent_45, Location: [4 7], Alive: True
Population: blue, Agent: agent_46, Location: [8 6], Alive: True
Population: blue, Agent: agent_47, Location: [0 5], Alive: True
Population: blue, Agent: agent_48, Location: [3 8], Alive: True
Population: blue, Agent: agent_49, Location: [1 4], Alive: True
Population: blue, Agent: agent_50, Location: [6 7], Alive: True
Population: blue, Agent: agent_51, Location: [6 8], Alive: True
Population: blue, Agent: agent_52, Location: [2 2], Alive: True
Population: blue, Agent: agent_53, Location: [6 8], Alive: True
Population: blue, Agent: agent_54, Location: [6 1], Alive: True
Population: blue, Agent: agent_55, Location: [1 5], Alive: True
Population: blue, Agent: agent_56, Location: [3 0], Alive: True
Population: blue, Agent: agent_57, Location: [5 7], Alive: True
Population: blue, Agent: agent_58, Location: [2 7], Alive: True
Population: blue, Agent: agent_59, Location: [7 1], Alive: True
Population: blue, Agent: agent_60, Location: [8 8], Alive: True
Population: blue, Agent: agent_61, Location: [6 6], Alive: True
Population: blue, Agent: agent_62, Location: [6 2], Alive: True
Population: blue, Agent: agent_63, Location: [7 8], Alive: True
Population: blue, Agent: agent_64, Location: [3 8], Alive: True
Population: blue, Agent: agent_65, Location: [5 0], Alive: True
Population: blue, Agent: agent_66, Location: [1 1], Alive: True
Population: blue, Agent: agent_67, Location: [1 8], Alive: True
Population: blue, Agent: agent_68, Location: [6 0], Alive: True
Population: blue, Agent: agent_69, Location: [6 7], Alive: True
Population: blue, Agent: agent_70, Location: [0 0], Alive: True
Population: blue, Agent: agent_71, Location: [5 7], Alive: True
Population: blue, Agent: agent_72, Location: [6 2], Alive: True
Population: blue, Agent: agent_73, Location: [6 1], Alive: True
Population: blue, Agent: agent_74, Location: [8 8], Alive: True
Population: blue, Agent: agent_75, Location: [0 5], Alive: True
Population: blue, Agent: agent_76, Location: [6 6], Alive: True
Population: blue, Agent: agent_77, Location: [3 8], Alive: True
Population: blue, Agent: agent_78, Location: [0 5], Alive: True
Population: blue, Agent: agent_79, Location: [7 3], Alive: True
Population: blue, Agent: agent_80, Location: [3 0], Alive: True
Population: blue, Agent: agent_81, Location: [4 7], Alive: True
Population: blue, Agent: agent_82, Location: [6 7], Alive: True
Population: blue, Agent: agent_83, Location: [0 0], Alive: True
Population: blue, Agent: agent_84, Location: [7 2], Alive: True
Population: blue, Agent: agent_85, Location: [0 1], Alive: True
Population: blue, Agent: agent_86, Location: [7 2], Alive: True
Population: blue, Agent: agent_87, Location: [2 0], Alive: True
Population: blue, Agent: agent_88, Location: [5 7], Alive: True
Population: blue, Agent: agent_89, Location: [2 6], Alive: True
Population: blue, Agent: agent_90, Location: [2 1], Alive: True
Population: blue, Agent: agent_91, Location: [8 8], Alive: True
Population: blue, Agent: agent_92, Location: [0 5], Alive: True
Population: blue, Agent: agent_93, Location: [2 7], Alive: True
Population: blue, Agent: agent_94, Location: [8 0], Alive: True
Population: blue, Agent: agent_95, Location: [8 1], Alive: True
Population: blue, Agent: agent_96, Location: [8 5], Alive: True
Population: blue, Agent: agent_97, Location: [0 8], Alive: True
Population: blue, Agent: agent_98, Location: [8 0], Alive: True
Population: blue, Agent: agent_99, Location: [7 8], Alive: True
Population: blue, Agent: agent_100, Location: [0 8], Alive: True
Population: blue, Agent: agent_101, Location: [5 0], Alive: True
Population: blue, Agent: agent_102, Location: [0 2], Alive: True
Population: blue, Agent: agent_103, Location: [5 8], Alive: True
Population: blue, Agent: agent_104, Location: [8 6], Alive: True
Population: blue, Agent: agent_105, Location: [8 6], Alive: True
Population: blue, Agent: agent_106, Location: [8 4], Alive: True
Population: blue, Agent: agent_107, Location: [2 7], Alive: True
Population: blue, Agent: agent_108, Location: [0 8], Alive: True
Population: blue, Agent: agent_109, Location: [2 7], Alive: True
Population: blue, Agent: agent_110, Location: [7 7], Alive: True
Population: blue, Agent: agent_111, Location: [5 7], Alive: True
Population: blue, Agent: agent_112, Location: [2 0], Alive: True
Population: blue, Agent: agent_113, Location: [6 8], Alive: True
Population: blue, Agent: agent_114, Location: [0 2], Alive: True
Population: blue, Agent: agent_115, Location: [1 4], Alive: True
Population: blue, Agent: agent_116, Location: [8 7], Alive: True
Population: blue, Agent: agent_117, Location: [1 4], Alive: True
Population: blue, Agent: agent_118, Location: [0 4], Alive: True
Population: blue, Agent: agent_119, Location: [8 5], Alive: True
Population: blue, Agent: agent_120, Location: [2 7], Alive: True
Population: blue, Agent: agent_121, Location: [5 8], Alive: True
Population: blue, Agent: agent_122, Location: [7 8], Alive: True
Population: blue, Agent: agent_123, Location: [7 5], Alive: True
Population: blue, Agent: agent_124, Location: [5 7], Alive: True
Population: blue, Agent: agent_125, Location: [6 2], Alive: True
Population: blue, Agent: agent_126, Location: [1 2], Alive: True
Population: blue, Agent: agent_127, Location: [8 1], Alive: True
Population: blue, Agent: agent_128, Location: [7 0], Alive: True
Population: blue, Agent: agent_129, Location: [1 4], Alive: True
Population: blue, Agent: agent_130, Location: [5 0], Alive: True
Population: blue, Agent: agent_131, Location: [1 1], Alive: True
Population: blue, Agent: agent_132, Location: [5 7], Alive: True
Population: blue, Agent: agent_133, Location: [0 0], Alive: True
Population: blue, Agent: agent_134, Location: [6 2], Alive: True
Population: blue, Agent: agent_135, Location: [6 1], Alive: True
Population: blue, Agent: agent_136, Location: [5 0], Alive: True
Population: blue, Agent: agent_137, Location: [1 8], Alive: True
Population: blue, Agent: agent_138, Location: [0 8], Alive: True
Population: blue, Agent: agent_139, Location: [0 2], Alive: True
Population: blue, Agent: agent_140, Location: [8 0], Alive: True
Population: blue, Agent: agent_141, Location: [0 1], Alive: True
